Safety_Violent,Safety_Prop,Gender,Race,District,Income,Edu,Age,YearsDallas,OwnHome
3,3,2,3,13,9,3,1,7,1
3,2,1,2,10,5,3,3,40,1
4,4,2,3,10,3,3,4,45,1
4,4,2,2,10,4,3,4,45,1
1,1,1,2,1,1,3,5,20,2
3,3,2,1,4,1,2,4,49,1
3,3,1,3,9,9,3,4,60,2
4,3,2,2,9,5,3,9,30,1
3,3,1,2,10,5,3,5,51,1
4,3,1,3,10,5,3,3,38,1
4,4,2,2,10,2,3,2,22,1
3,3,1,2,10,9,3,5,41,2
4,3,1,2,10,4,3,1,3,1
3,3,2,3,10,3,3,3,42,2
3,3,2,2,10,5,3,2,16,1
5,2,1,2,10,5,3,1,21,2
3,2,2,1,10,2,2,4,48,1
4,3,2,2,10,4,3,4,40,2
4,4,2,2,10,3,2,3,50,1
1,2,1,2,9,3,3,5,42,1
3,3,2,1,4,4,3,9,50,1
1,1,2,3,1,2,2,3,43,2
3,2,1,1,10,3,3,4,61,2
4,4,1,2,10,3,3,4,11,1
3,3,1,3,8,2,1,5,83,2
2,1,2,3,10,3,3,2,34,1
2,3,2,2,10,5,3,4,23,1
3,4,2,2,10,5,3,2,39,1
1,1,1,1,4,4,3,5,72,2
1,1,2,3,9,4,3,2,32,1
2,2,1,4,6,5,3,5,21,1
2,3,2,3,8,1,3,1,27,2
4,4,2,2,10,4,3,1,8,1
2,2,2,3,6,3,3,4,20,2
4,3,1,3,10,5,3,3,30,1
4,3,1,2,10,5,3,1,23,2
2,2,2,1,10,3,3,4,60,1
2,2,2,3,4,1,2,4,47,2
4,4,2,2,9,1,3,5,25,1
4,4,1,4,10,9,3,2,20,1
1,1,1,3,8,3,3,3,51,1
3,3,2,2,10,4,3,4,55,1
4,4,1,2,6,5,3,3,36,1
4,3,2,2,10,5,3,3,999,2
9,2,2,2,1,3,3,1,13,1
1,1,1,2,7,3,3,4,25,1
3,2,2,2,10,5,3,2,29,1
2,3,1,1,4,3,3,1,4,1
4,3,1,3,9,1,3,5,43,2
2,2,1,2,9,2,3,5,71,1
3,3,2,2,10,2,3,2,37,1
2,3,2,2,10,5,3,3,26,1
2,2,2,3,2,1,1,1,23,1
4,3,2,2,10,2,3,5,70,1
4,4,2,3,6,4,3,4,62,2
3,3,1,3,9,3,3,2,29,2
3,3,1,2,9,5,3,3,36,1
1,1,1,2,9,5,3,3,52,1
2,2,2,2,10,5,3,2,38,2
1,3,2,2,9,5,3,1,16,1
1,1,1,2,10,5,3,4,57,1
3,1,1,1,7,3,3,2,26,2
2,2,2,1,7,1,1,4,63,1
2,2,1,2,10,5,3,1,999,1
3,3,1,1,3,3,3,1,26,9
2,2,2,1,7,1,1,1,10,2
2,2,1,9,10,4,3,5,64,1
2,3,1,2,10,5,3,3,42,2
3,2,1,2,9,5,3,2,30,1
2,2,1,2,10,5,3,4,47,1
1,2,2,3,7,2,3,3,35,2
4,3,1,2,10,5,3,4,61,2
3,2,2,1,4,5,2,4,60,1
3,2,2,3,10,5,3,2,40,2
3,3,2,1,7,4,3,2,30,1
2,1,2,2,9,2,3,4,46,1
2,2,1,3,10,3,3,5,46,2
1,2,1,3,7,1,1,4,999,1
3,4,1,3,10,3,3,3,38,2
3,3,2,2,10,5,3,5,54,2
9,4,2,3,10,9,9,1,17,1
1,1,2,4,7,9,9,3,47,1
9,9,1,2,10,5,3,5,46,1
3,3,2,2,10,5,3,2,41,1
2,2,2,3,9,5,3,5,54,2
2,2,2,2,10,5,3,1,20,1
2,1,1,2,10,9,3,4,40,1
9,9,1,2,10,1,3,4,13,2
4,4,1,2,10,5,3,1,18,1
4,3,1,2,6,5,3,1,13,1
4,2,2,2,10,9,3,2,36,2
2,2,1,1,6,2,3,1,17,2
3,3,1,3,10,2,3,1,10,1
4,4,1,2,9,2,3,4,34,1
2,1,2,3,10,2,3,1,12,2
3,3,1,3,6,2,2,1,27,2
4,4,2,2,10,5,3,3,34,1
2,2,1,2,9,5,3,3,19,2
4,4,1,2,10,5,3,2,31,1
1,1,2,3,6,1,3,3,52,2
1,1,1,3,6,2,3,1,24,2
4,2,1,2,10,5,3,3,44,1
2,2,2,2,7,2,3,3,35,1
2,3,2,2,10,3,3,3,50,2
3,2,2,3,9,1,2,5,999,2
3,3,2,3,6,4,3,2,18,1
3,3,1,2,6,5,3,2,37,2
4,3,2,2,10,3,3,4,60,1
2,2,2,2,10,3,3,4,58,1
5,5,1,3,6,2,2,2,30,1
3,4,2,3,6,2,3,3,42,1
1,1,1,3,9,1,3,2,20,1
4,4,1,2,10,5,3,3,27,1
3,4,1,2,6,1,3,5,75,2
2,2,2,3,6,3,3,2,41,2
2,1,1,3,6,3,3,2,27,1
4,4,2,2,9,3,3,5,44,2
2,2,1,3,13,4,3,1,28,1
2,2,2,1,4,9,3,3,53,1
1,1,1,3,9,9,9,9,53,1
4,3,1,3,13,5,3,3,34,1
4,3,2,3,1,4,3,2,6,2
1,2,1,3,5,3,3,4,61,1
3,3,1,2,11,9,3,5,999,9
2,2,2,1,7,2,2,3,45,1
2,2,1,3,12,4,3,5,32,2
2,3,2,3,5,4,3,3,54,1
2,1,1,3,13,4,3,3,36,1
